customerID,tenure,Contract,MonthlyCharges,PaymentMethod,TechSupport,InternetService,RiskScore,RiskCategory
7346-MEDWM,59,Month-to-month,83.25,Electronic check,No,Fiber optic,12,Critical Risk
6908-VVYHM,65,Month-to-month,90.65,Electronic check,No,Fiber optic,12,Critical Risk
8356-WUAOJ,1,Month-to-month,45.0,Electronic check,No,DSL,12,Critical Risk
7901-TBKJX,56,Month-to-month,101.05,Electronic check,No,Fiber optic,12,Critical Risk
8058-DMYRU,54,Month-to-month,90.05,Electronic check,No,Fiber optic,12,Critical Risk
5153-RTHKF,34,Month-to-month,85.35,Electronic check,No,Fiber optic,12,Critical Risk
5215-LNLDJ,7,Month-to-month,24.7,Electronic check,No,DSL,12,Critical Risk
0096-BXERS,6,Month-to-month,50.35,Electronic check,No,DSL,12,Critical Risk
1767-TGTKO,8,Month-to-month,45.45,Electronic check,No,DSL,12,Critical Risk
7483-IQWIB,37,Month-to-month,92.95,Electronic check,No,Fiber optic,12,Critical Risk
6637-KYRCV,5,Month-to-month,30.5,Electronic check,No,DSL,12,Critical Risk
9588-OZDMQ,2,Month-to-month,45.0,Electronic check,No,DSL,12,Critical Risk
4553-DVPZG,62,Month-to-month,101.35,Electronic check,No,Fiber optic,12,Critical Risk
9822-OAOVB,1,Month-to-month,55.45,Electronic check,No,DSL,12,Critical Risk
8189-XRIKE,32,Month-to-month,90.95,Electronic check,No,Fiber optic,12,Critical Risk
5630-IXDXV,47,Month-to-month,106.35,Electronic check,No,Fiber optic,12,Critical Risk
7318-EIVKO,8,Month-to-month,59.25,Electronic check,No,DSL,12,Critical Risk
8818-DOPVL,46,Month-to-month,104.45,Electronic check,No,Fiber optic,12,Critical Risk
9732-EQMWY,49,Month-to-month,99.4,Electronic check,No,Fiber optic,12,Critical Risk
5692-ICXLW,31,Month-to-month,90.7,Electronic check,No,Fiber optic,12,Critical Risk
1469-LBJQJ,66,Month-to-month,105.2,Electronic check,No,Fiber optic,12,Critical Risk
2903-YYTBW,1,Month-to-month,44.55,Electronic check,No,DSL,12,Critical Risk
8384-FZBJK,57,Month-to-month,100.6,Electronic check,No,Fiber optic,12,Critical Risk
4373-VVHQL,1,Month-to-month,44.75,Electronic check,No,DSL,12,Critical Risk
6116-RFVHN,34,Month-to-month,100.45,Electronic check,No,Fiber optic,12,Critical Risk
7422-WNBTY,33,Month-to-month,93.35,Electronic check,No,Fiber optic,12,Critical Risk
8160-HOWOX,7,Month-to-month,66.85,Electronic check,No,DSL,12,Critical Risk
9743-DQKQW,3,Month-to-month,25.1,Electronic check,No,DSL,12,Critical Risk
6988-CJEYV,49,Month-to-month,98.7,Electronic check,No,Fiber optic,12,Critical Risk
7351-KYHQH,7,Month-to-month,64.95,Electronic check,No,DSL,12,Critical Risk
0129-KPTWJ,72,Month-to-month,94.65,Electronic check,No,Fiber optic,12,Critical Risk
6267-DCFFZ,30,Month-to-month,90.05,Electronic check,No,Fiber optic,12,Critical Risk
2439-LYPMQ,38,Month-to-month,102.6,Electronic check,No,Fiber optic,12,Critical Risk
4840-ORQXB,56,Month-to-month,104.75,Electronic check,No,Fiber optic,12,Critical Risk
1478-VPOAD,1,Month-to-month,43.8,Electronic check,No,DSL,12,Critical Risk
8720-RQSBJ,1,Month-to-month,44.0,Electronic check,No,DSL,12,Critical Risk
7339-POGZN,4,Month-to-month,50.7,Electronic check,No,DSL,12,Critical Risk
8819-IMISP,31,Month-to-month,80.45,Electronic check,No,Fiber optic,12,Critical Risk
1335-NTIUC,9,Month-to-month,24.95,Electronic check,No,DSL,12,Critical Risk
7402-EYFXX,26,Month-to-month,93.6,Electronic check,No,Fiber optic,12,Critical Risk
0924-BJCRC,60,Month-to-month,89.45,Electronic check,No,Fiber optic,12,Critical Risk
5019-GQVCR,43,Month-to-month,84.85,Electronic check,No,Fiber optic,12,Critical Risk
4236-UJPWO,2,Month-to-month,24.5,Electronic check,No,DSL,12,Critical Risk
2208-UGTGR,56,Month-to-month,98.6,Electronic check,No,Fiber optic,12,Critical Risk
6212-ATMLK,50,Month-to-month,95.7,Electronic check,No,Fiber optic,12,Critical Risk
5650-YLIBA,31,Month-to-month,81.15,Electronic check,No,Fiber optic,12,Critical Risk
1942-OQFRW,1,Month-to-month,44.0,Electronic check,No,DSL,12,Critical Risk
6377-WHAOX,60,Month-to-month,106.15,Electronic check,No,Fiber optic,12,Critical Risk
6080-TCMYC,40,Month-to-month,81.2,Electronic check,No,Fiber optic,12,Critical Risk
9026-LHEVG,9,Month-to-month,40.75,Electronic check,No,DSL,12,Critical Risk
6185-TASNN,1,Month-to-month,46.3,Electronic check,No,DSL,12,Critical Risk
1399-UBQIU,11,Month-to-month,69.35,Electronic check,No,DSL,12,Critical Risk
2107-FBPTK,30,Month-to-month,104.1,Electronic check,No,Fiber optic,12,Critical Risk
1013-QCWAM,66,Month-to-month,100.8,Electronic check,No,Fiber optic,12,Critical Risk
7590-VHVEG,1,Month-to-month,29.85,Electronic check,No,DSL,12,Critical Risk
2603-HVKCG,31,Month-to-month,101.4,Electronic check,No,Fiber optic,12,Critical Risk
1766-GKNMI,29,Month-to-month,84.9,Electronic check,No,Fiber optic,12,Critical Risk
4195-NZGTA,1,Month-to-month,25.25,Electronic check,No,DSL,12,Critical Risk
6994-KERXL,4,Month-to-month,55.9,Electronic check,No,DSL,12,Critical Risk
2969-QWUBZ,2,Month-to-month,51.4,Electronic check,No,DSL,12,Critical Risk
1596-OQSPS,11,Month-to-month,51.1,Electronic check,No,DSL,12,Critical Risk
0374-IOEGQ,3,Month-to-month,44.6,Electronic check,No,DSL,12,Critical Risk
2672-TGEFF,37,Month-to-month,88.8,Electronic check,No,Fiber optic,12,Critical Risk
7233-DRTRF,63,Month-to-month,102.4,Electronic check,No,Fiber optic,12,Critical Risk
4815-GBTCD,4,Month-to-month,25.15,Electronic check,No,DSL,12,Critical Risk
5543-QDCRY,4,Month-to-month,56.4,Electronic check,No,DSL,12,Critical Risk
8903-XEBGX,2,Month-to-month,55.3,Electronic check,No,DSL,12,Critical Risk
6103-BOCOU,26,Month-to-month,80.7,Electronic check,No,Fiber optic,12,Critical Risk
5022-KVDQT,27,Month-to-month,81.3,Electronic check,No,Fiber optic,12,Critical Risk
4537-DKTAL,2,Month-to-month,45.55,Electronic check,No,DSL,12,Critical Risk
3841-CONLJ,1,Month-to-month,35.0,Electronic check,No,DSL,12,Critical Risk
5651-YLPRD,32,Month-to-month,86.1,Electronic check,No,Fiber optic,12,Critical Risk
2824-MYYBN,37,Month-to-month,95.25,Electronic check,No,Fiber optic,12,Critical Risk
1930-WNXSB,58,Month-to-month,92.85,Electronic check,No,Fiber optic,12,Critical Risk
5712-AHQNN,43,Month-to-month,91.65,Electronic check,No,Fiber optic,12,Critical Risk
9752-ZNQUT,1,Month-to-month,48.6,Electronic check,No,DSL,12,Critical Risk
4065-JJAVA,1,Month-to-month,49.5,Electronic check,No,DSL,12,Critical Risk
7460-ITWWP,45,Month-to-month,86.1,Electronic check,No,Fiber optic,12,Critical Risk
5982-FPVQN,37,Month-to-month,95.15,Electronic check,No,Fiber optic,12,Critical Risk
1751-NCDLI,46,Month-to-month,98.85,Electronic check,No,Fiber optic,12,Critical Risk
0804-XBFBV,11,Month-to-month,25.2,Electronic check,No,DSL,12,Critical Risk
5392-AKEMH,12,Month-to-month,45.05,Electronic check,No,DSL,12,Critical Risk
2862-PFNIK,1,Month-to-month,24.7,Electronic check,No,DSL,12,Critical Risk
9450-TRJUU,35,Month-to-month,83.15,Electronic check,No,Fiber optic,12,Critical Risk
4998-IKFSE,30,Month-to-month,100.45,Electronic check,No,Fiber optic,12,Critical Risk
1472-TNCWL,36,Month-to-month,94.7,Electronic check,No,Fiber optic,12,Critical Risk
5522-JBWMO,1,Month-to-month,44.0,Electronic check,No,DSL,12,Critical Risk
4062-HBMOS,52,Month-to-month,103.05,Electronic check,No,Fiber optic,12,Critical Risk
0224-RLWWD,2,Month-to-month,44.3,Electronic check,No,DSL,12,Critical Risk
3951-NJCVI,42,Month-to-month,95.05,Electronic check,No,Fiber optic,12,Critical Risk
8709-KRDVL,33,Month-to-month,100.0,Electronic check,No,Fiber optic,12,Critical Risk
2809-ZMYOQ,32,Month-to-month,101.35,Electronic check,No,Fiber optic,12,Critical Risk
7729-JTEEC,2,Month-to-month,44.5,Electronic check,No,DSL,12,Critical Risk
8344-WFMFH,9,Month-to-month,50.1,Electronic check,No,DSL,12,Critical Risk
2378-VTKDH,65,Month-to-month,104.35,Electronic check,No,Fiber optic,12,Critical Risk
8705-WZCYL,1,Month-to-month,44.8,Electronic check,No,DSL,12,Critical Risk
1910-FMXJM,36,Month-to-month,80.4,Electronic check,No,Fiber optic,12,Critical Risk
3167-SNQPL,38,Month-to-month,101.15,Electronic check,No,Fiber optic,12,Critical Risk
3384-CTMSF,47,Month-to-month,104.1,Electronic check,No,Fiber optic,12,Critical Risk
6778-YSNIH,2,Month-to-month,59.0,Electronic check,No,DSL,12,Critical Risk
0674-EYYZV,1,Month-to-month,54.65,Electronic check,No,DSL,12,Critical Risk
6851-WEFYX,35,Month-to-month,100.8,Electronic check,No,Fiber optic,12,Critical Risk
3798-EPWRR,2,Month-to-month,43.95,Electronic check,No,DSL,12,Critical Risk
8229-MYEJZ,10,Month-to-month,51.2,Electronic check,No,DSL,12,Critical Risk
5222-IMUKT,32,Month-to-month,91.05,Electronic check,No,Fiber optic,12,Critical Risk
6218-KNUBD,6,Month-to-month,59.45,Electronic check,No,DSL,12,Critical Risk
3545-CNWRG,49,Month-to-month,98.35,Electronic check,No,Fiber optic,12,Critical Risk
6599-SFQVE,6,Month-to-month,55.0,Electronic check,No,DSL,12,Critical Risk
7529-ZDFXI,57,Month-to-month,89.85,Electronic check,No,Fiber optic,12,Critical Risk
1785-BPHTP,28,Month-to-month,85.45,Electronic check,No,Fiber optic,12,Critical Risk
4989-LIXVT,68,Month-to-month,95.9,Electronic check,No,Fiber optic,12,Critical Risk
4690-PKDQG,42,Month-to-month,95.55,Electronic check,No,Fiber optic,12,Critical Risk
9332-GYWLO,6,Month-to-month,54.85,Electronic check,No,DSL,12,Critical Risk
9053-EJUNL,41,Month-to-month,89.2,Electronic check,No,Fiber optic,12,Critical Risk
0411-EZJZE,3,Month-to-month,60.25,Electronic check,No,DSL,12,Critical Risk
0434-CSFON,47,Month-to-month,100.5,Electronic check,No,Fiber optic,12,Critical Risk
8012-SOUDQ,43,Month-to-month,90.25,Electronic check,No,Fiber optic,12,Critical Risk
1035-IPQPU,63,Month-to-month,103.5,Electronic check,No,Fiber optic,12,Critical Risk
1641-RQDAY,32,Month-to-month,100.4,Electronic check,No,Fiber optic,12,Critical Risk
5647-FXOTP,60,Month-to-month,105.9,Electronic check,No,Fiber optic,12,Critical Risk
3001-UNBTL,29,Month-to-month,103.95,Electronic check,No,Fiber optic,12,Critical Risk
6907-FLBER,1,Month-to-month,54.3,Electronic check,No,DSL,12,Critical Risk
2235-DWLJU,6,Month-to-month,44.4,Electronic check,No,DSL,12,Critical Risk
0178-SZBHO,47,Month-to-month,87.2,Electronic check,No,Fiber optic,12,Critical Risk
3370-GQEAL,30,Month-to-month,85.45,Electronic check,No,Fiber optic,12,Critical Risk
1471-GIQKQ,1,Month-to-month,49.95,Electronic check,No,DSL,12,Critical Risk
3714-NTNFO,49,Month-to-month,84.5,Electronic check,No,Fiber optic,12,Critical Risk
2080-CAZNM,41,Month-to-month,104.4,Electronic check,No,Fiber optic,12,Critical Risk
2480-SQIOB,4,Month-to-month,44.8,Electronic check,No,DSL,12,Critical Risk
6625-UTXEW,12,Month-to-month,51.25,Electronic check,No,DSL,12,Critical Risk
6789-HJBWG,12,Month-to-month,49.4,Electronic check,No,DSL,12,Critical Risk
5183-SNMJQ,10,Month-to-month,95.1,Credit card (automatic),Yes,Fiber optic,11,Critical Risk
5666-CYCYZ,24,Month-to-month,89.55,Electronic check,Yes,Fiber optic,11,Critical Risk
9903-LYSAB,18,Month-to-month,73.15,Electronic check,No,Fiber optic,11,Critical Risk
5271-DBYSJ,11,Month-to-month,79.15,Credit card (automatic),No,Fiber optic,11,Critical Risk
3955-JBZZM,20,Month-to-month,78.8,Electronic check,No,Fiber optic,11,Critical Risk
1746-TGTWV,1,Month-to-month,75.35,Credit card (automatic),No,Fiber optic,11,Critical Risk
7901-HXJVA,14,Month-to-month,76.45,Electronic check,No,Fiber optic,11,Critical Risk
2254-DLXRI,1,Month-to-month,79.15,Mailed check,No,Fiber optic,11,Critical Risk
2800-VEQXM,3,Month-to-month,74.75,Mailed check,No,Fiber optic,11,Critical Risk
0221-WMXNQ,4,Month-to-month,75.35,Electronic check,No,Fiber optic,11,Critical Risk
2911-WDXMV,18,Month-to-month,80.55,Credit card (automatic),No,Fiber optic,11,Critical Risk
8040-MNRTF,1,Month-to-month,71.1,Mailed check,No,Fiber optic,11,Critical Risk
2916-BQZLN,19,Month-to-month,84.75,Electronic check,No,Fiber optic,11,Critical Risk
7315-WYOAW,13,Month-to-month,100.75,Electronic check,Yes,Fiber optic,11,Critical Risk
2325-NBPZG,3,Month-to-month,74.55,Electronic check,No,Fiber optic,11,Critical Risk
4137-BTIKL,2,Month-to-month,90.75,Mailed check,No,Fiber optic,11,Critical Risk
0581-MDMPW,24,Month-to-month,88.95,Credit card (automatic),No,Fiber optic,11,Critical Risk
9741-YLNTD,6,Month-to-month,87.95,Bank transfer (automatic),Yes,Fiber optic,11,Critical Risk
8993-IZEUX,7,Month-to-month,69.15,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
0958-YHXGP,7,Month-to-month,69.9,Mailed check,No,Fiber optic,11,Critical Risk
1845-CSBRZ,22,Month-to-month,85.35,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
5599-HVLTW,14,Month-to-month,80.35,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
3855-ONCAR,4,Month-to-month,78.9,Mailed check,No,Fiber optic,11,Critical Risk
2905-KFQUV,2,Month-to-month,70.4,Credit card (automatic),No,Fiber optic,11,Critical Risk
3737-XBQDD,24,Month-to-month,84.85,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
1754-GKYPY,22,Month-to-month,89.75,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
7967-HYCDE,8,Month-to-month,70.7,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
7801-KICAO,18,Month-to-month,74.15,Electronic check,No,Fiber optic,11,Critical Risk
4465-VDKIQ,18,Month-to-month,77.8,Electronic check,No,Fiber optic,11,Critical Risk
6496-JDSSB,8,Month-to-month,80.0,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
3966-HRMZA,3,Month-to-month,75.05,Mailed check,No,Fiber optic,11,Critical Risk
7020-OZKXZ,9,Month-to-month,75.5,Credit card (automatic),No,Fiber optic,11,Critical Risk
4029-HPFVY,3,Month-to-month,70.3,Mailed check,No,Fiber optic,11,Critical Risk
8107-KNCIM,14,Month-to-month,75.1,Electronic check,No,Fiber optic,11,Critical Risk
9506-UXUSK,13,Month-to-month,70.15,Electronic check,No,Fiber optic,11,Critical Risk
8309-IEYJD,1,Month-to-month,70.6,Mailed check,No,Fiber optic,11,Critical Risk
6557-BZXLQ,16,Month-to-month,69.65,Electronic check,No,Fiber optic,11,Critical Risk
1452-KIOVK,22,Month-to-month,89.1,Credit card (automatic),No,Fiber optic,11,Critical Risk
8224-DWCKX,12,Month-to-month,73.3,Credit card (automatic),No,Fiber optic,11,Critical Risk
8903-WMRNW,15,Month-to-month,101.75,Electronic check,No,Fiber optic,11,Critical Risk
2322-VCZHZ,23,Month-to-month,90.0,Electronic check,No,Fiber optic,11,Critical Risk
8687-BAFGU,1,Month-to-month,74.0,Electronic check,Yes,Fiber optic,11,Critical Risk
0447-RXSGD,24,Month-to-month,99.65,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
9979-RGMZT,7,One year,94.05,Mailed check,No,Fiber optic,11,Critical Risk
4521-YEEHE,18,Month-to-month,88.85,Electronic check,Yes,Fiber optic,11,Critical Risk
8104-OSKWT,12,Month-to-month,79.8,Electronic check,No,Fiber optic,11,Critical Risk
9796-BPKIW,8,Month-to-month,69.95,Credit card (automatic),No,Fiber optic,11,Critical Risk
3587-PMCOY,10,One year,98.9,Electronic check,No,Fiber optic,11,Critical Risk
6856-RAURS,2,Month-to-month,74.9,Mailed check,No,Fiber optic,11,Critical Risk
8778-LMWTJ,9,Month-to-month,74.85,Electronic check,No,Fiber optic,11,Critical Risk
0620-DLSLK,13,Month-to-month,81.9,Mailed check,No,Fiber optic,11,Critical Risk
3295-YVUSR,2,Month-to-month,72.6,Mailed check,No,Fiber optic,11,Critical Risk
2739-CACDQ,17,Month-to-month,82.65,Credit card (automatic),No,Fiber optic,11,Critical Risk
4059-IIEBK,7,Month-to-month,78.55,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
6215-NQCPY,15,Month-to-month,99.7,Electronic check,No,Fiber optic,11,Critical Risk
5605-IYGFG,7,Month-to-month,69.85,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
1212-GLHMD,3,Month-to-month,86.05,Mailed check,No,Fiber optic,11,Critical Risk
3771-PZOBW,20,Month-to-month,90.7,Credit card (automatic),No,Fiber optic,11,Critical Risk
8617-ENBDS,3,Month-to-month,73.6,Credit card (automatic),No,Fiber optic,11,Critical Risk
9389-ACWBI,5,Month-to-month,69.95,Credit card (automatic),No,Fiber optic,11,Critical Risk
0650-BWOZN,18,Month-to-month,73.55,Electronic check,No,Fiber optic,11,Critical Risk
4741-WWJQZ,2,Month-to-month,80.15,Electronic check,Yes,Fiber optic,11,Critical Risk
6729-GDNGC,20,Month-to-month,80.7,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
9121-PHQSR,16,Month-to-month,85.05,Credit card (automatic),No,Fiber optic,11,Critical Risk
1226-IENZN,16,Month-to-month,78.75,Electronic check,No,Fiber optic,11,Critical Risk
5600-KTXFM,2,Month-to-month,69.95,Mailed check,No,Fiber optic,11,Critical Risk
0196-JTUQI,9,Month-to-month,75.2,Credit card (automatic),No,Fiber optic,11,Critical Risk
4716-HHKQH,20,Month-to-month,107.05,Electronic check,Yes,Fiber optic,11,Critical Risk
2027-CWDNU,18,Month-to-month,85.6,Electronic check,Yes,Fiber optic,11,Critical Risk
3317-VLGQT,14,Month-to-month,78.1,Electronic check,No,Fiber optic,11,Critical Risk
0491-KAPQG,21,Month-to-month,73.7,Electronic check,No,Fiber optic,11,Critical Risk
2507-QZPQS,15,Month-to-month,95.7,Electronic check,Yes,Fiber optic,11,Critical Risk
3130-ICDUP,2,Month-to-month,80.55,Credit card (automatic),No,Fiber optic,11,Critical Risk
3717-OEAUQ,2,Month-to-month,70.7,Mailed check,No,Fiber optic,11,Critical Risk
0439-IFYUN,18,Month-to-month,74.7,Electronic check,No,Fiber optic,11,Critical Risk
3420-ZDBMA,5,Month-to-month,71.45,Mailed check,No,Fiber optic,11,Critical Risk
9793-WECQC,23,Month-to-month,95.3,Mailed check,No,Fiber optic,11,Critical Risk
2920-RNCEZ,1,Month-to-month,69.95,Credit card (automatic),No,Fiber optic,11,Critical Risk
3411-WLRSQ,3,Month-to-month,74.6,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
2754-SDJRD,8,Month-to-month,100.15,Credit card (automatic),Yes,Fiber optic,11,Critical Risk
8981-FJGLA,11,Month-to-month,78.0,Mailed check,No,Fiber optic,11,Critical Risk
9272-LSVYH,10,Month-to-month,70.15,Mailed check,No,Fiber optic,11,Critical Risk
8873-GLDMH,6,Month-to-month,73.85,Mailed check,No,Fiber optic,11,Critical Risk
5022-JNQEQ,9,Month-to-month,75.85,Electronic check,Yes,Fiber optic,11,Critical Risk
9921-QFQUL,23,Month-to-month,90.15,Mailed check,No,Fiber optic,11,Critical Risk
4647-MUZON,18,Month-to-month,95.95,Credit card (automatic),No,Fiber optic,11,Critical Risk
3969-GYXEL,11,Month-to-month,76.4,Electronic check,No,Fiber optic,11,Critical Risk
4450-DLLMH,2,Month-to-month,71.3,Credit card (automatic),No,Fiber optic,11,Critical Risk
5032-MIYKT,1,Month-to-month,70.7,Mailed check,No,Fiber optic,11,Critical Risk
1580-BMCMR,19,Month-to-month,87.3,Electronic check,No,Fiber optic,11,Critical Risk
1658-TJVOA,6,Month-to-month,74.1,Electronic check,No,Fiber optic,11,Critical Risk
9518-XXBXE,10,Month-to-month,75.3,Electronic check,No,Fiber optic,11,Critical Risk
9274-UARKJ,15,Month-to-month,83.2,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
9279-CJEOJ,21,Month-to-month,95.4,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
5044-LRQAQ,7,Month-to-month,69.2,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
7508-SMHXL,15,Month-to-month,89.0,Credit card (automatic),No,Fiber optic,11,Critical Risk
2960-NKRSO,24,Month-to-month,85.95,Electronic check,Yes,Fiber optic,11,Critical Risk
7964-VEXDG,21,Month-to-month,80.35,Electronic check,No,Fiber optic,11,Critical Risk
6551-GNYDG,14,Month-to-month,80.9,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
4686-UXDML,21,Month-to-month,99.85,Credit card (automatic),No,Fiber optic,11,Critical Risk
2187-PKZAY,12,Month-to-month,79.95,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
0428-IKYCP,22,Month-to-month,87.0,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
9617-INGJY,1,Month-to-month,70.6,Mailed check,No,Fiber optic,11,Critical Risk
9167-APMXZ,22,Month-to-month,84.15,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
4480-QQRHC,8,Month-to-month,74.05,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
7072-MBHEV,11,Month-to-month,78.1,Credit card (automatic),No,Fiber optic,11,Critical Risk
0577-WHMEV,16,Month-to-month,90.7,Electronic check,No,Fiber optic,11,Critical Risk
7296-PIXQY,14,Month-to-month,70.2,Electronic check,No,Fiber optic,11,Critical Risk
9432-VOFYX,17,Month-to-month,70.8,Electronic check,No,Fiber optic,11,Critical Risk
8563-OYMQY,17,Month-to-month,90.95,Credit card (automatic),No,Fiber optic,11,Critical Risk
6242-MBHPK,23,Month-to-month,95.1,Electronic check,No,Fiber optic,11,Critical Risk
2424-WVHPL,1,Month-to-month,74.7,Electronic check,Yes,Fiber optic,11,Critical Risk
1866-OBPNR,1,Month-to-month,74.6,Credit card (automatic),No,Fiber optic,11,Critical Risk
5760-FXFVO,6,Month-to-month,78.95,Electronic check,No,Fiber optic,11,Critical Risk
4983-CCWMC,3,Month-to-month,69.6,Mailed check,No,Fiber optic,11,Critical Risk
4301-VVZKA,16,Month-to-month,75.4,Electronic check,No,Fiber optic,11,Critical Risk
9398-MMQTO,3,Month-to-month,74.45,Credit card (automatic),No,Fiber optic,11,Critical Risk
4298-OYIFC,15,Month-to-month,103.45,Electronic check,Yes,Fiber optic,11,Critical Risk
7855-DIWPO,21,Month-to-month,68.65,Electronic check,No,Fiber optic,11,Critical Risk
7658-UYUQS,21,Month-to-month,86.55,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
4824-GUCBY,22,Month-to-month,81.7,Electronic check,No,Fiber optic,11,Critical Risk
0112-QAWRZ,16,Month-to-month,90.8,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
5453-AXEPF,17,Month-to-month,80.5,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
6693-FRIRW,18,Month-to-month,101.3,Credit card (automatic),No,Fiber optic,11,Critical Risk
5947-SGKCL,15,Month-to-month,105.35,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
6833-JMZYP,15,Month-to-month,94.0,Credit card (automatic),No,Fiber optic,11,Critical Risk
1769-GRUIK,18,Month-to-month,71.1,Electronic check,No,Fiber optic,11,Critical Risk
7426-RHZGU,9,Month-to-month,95.9,Bank transfer (automatic),Yes,Fiber optic,11,Critical Risk
8212-DJRCH,5,Month-to-month,90.35,Mailed check,No,Fiber optic,11,Critical Risk
7129-CAKJW,17,Month-to-month,80.05,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
9643-AVVWI,3,Month-to-month,80.0,Electronic check,Yes,Fiber optic,11,Critical Risk
2811-POVEX,23,Month-to-month,88.45,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
9133-AYJZG,23,Month-to-month,98.7,Credit card (automatic),No,Fiber optic,11,Critical Risk
2460-NGXBJ,11,Month-to-month,75.2,Credit card (automatic),No,Fiber optic,11,Critical Risk
5482-VXSXJ,22,Month-to-month,93.2,Mailed check,No,Fiber optic,11,Critical Risk
9058-MJLZC,24,Month-to-month,94.6,Electronic check,No,Fiber optic,11,Critical Risk
0682-USIXD,21,Month-to-month,86.05,Electronic check,Yes,Fiber optic,11,Critical Risk
8490-BXHEO,18,Month-to-month,80.55,Credit card (automatic),No,Fiber optic,11,Critical Risk
3987-KQDDU,9,Month-to-month,75.6,Electronic check,No,Fiber optic,11,Critical Risk
9620-ENEJV,6,Month-to-month,70.55,Credit card (automatic),No,Fiber optic,11,Critical Risk
5035-BVCXS,11,Month-to-month,75.9,Mailed check,No,Fiber optic,11,Critical Risk
0848-ZGQIJ,16,Month-to-month,94.65,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
6175-IRFIT,5,Month-to-month,78.75,Mailed check,No,Fiber optic,11,Critical Risk
5950-AAAGJ,18,Month-to-month,84.3,Bank transfer (automatic),No,Fiber optic,11,Critical Risk
5652-MSDEY,10,Month-to-month,75.75,Mailed check,No,Fiber optic,11,Critical Risk
8120-JDCAM,4,Month-to-month,69.55,Mailed check,No,Fiber optic,11,Critical Risk
4132-KALRO,4,Month-to-month,100.85,Mailed check,Yes,Fiber optic,11,Critical Risk
5937-EORGB,15,Month-to-month,96.5,Electronic check,No,Fiber optic,11,Critical Risk
4583-PARNH,16,Month-to-month,91.55,Electronic check,Yes,Fiber optic,11,Critical Risk
8630-FJLIB,18,Month-to-month,69.8,Electronic check,No,Fiber optic,11,Critical Risk
7952-OBOYL,3,Month-to-month,89.85,Mailed check,Yes,Fiber optic,11,Critical Risk
1384-RCUXW,16,Month-to-month,80.55,Mailed check,No,Fiber optic,11,Critical Risk
5405-ZMYXQ,8,Month-to-month,74.6,Credit card (automatic),No,Fiber optic,11,Critical Risk
5895-QSXOD,9,Month-to-month,70.05,Mailed check,No,Fiber optic,11,Critical Risk
2587-EKXTS,44,Month-to-month,111.5,Electronic check,No,Fiber optic,10,Critical Risk
7853-OETYL,4,Month-to-month,29.05,Electronic check,No,DSL,10,Critical Risk
5136-GFPMB,54,Month-to-month,89.4,Credit card (automatic),No,Fiber optic,10,Critical Risk
4324-BZCKL,10,Month-to-month,55.55,Mailed check,No,DSL,10,Critical Risk
7159-FVYPK,3,Month-to-month,69.15,Bank transfer (automatic),No,DSL,10,Critical Risk
7272-QDCKA,28,One year,100.2,Electronic check,No,Fiber optic,10,Critical Risk
2402-TAIRZ,37,One year,80.05,Electronic check,No,Fiber optic,10,Critical Risk
5312-UXESG,41,Month-to-month,98.05,Bank transfer (automatic),No,Fiber optic,10,Critical Risk
8950-MTZNV,1,Month-to-month,44.95,Mailed check,No,DSL,10,Critical Risk
4821-SJHJV,32,Month-to-month,89.6,Electronic check,No,Fiber optic,10,Critical Risk
1548-FEHVL,61,Month-to-month,106.2,Electronic check,No,Fiber optic,10,Critical Risk
3439-GVUSX,1,Month-to-month,24.4,Mailed check,No,DSL,10,Critical Risk
9631-XEYKE,3,Month-to-month,50.4,Bank transfer (automatic),No,DSL,10,Critical Risk
6728-VOIFY,63,One year,96.0,Electronic check,No,Fiber optic,10,Critical Risk
0430-IHCDJ,15,Month-to-month,49.0,Electronic check,No,DSL,10,Critical Risk
